집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
20180201,11,0,1,0,1,11087,584,493,550,735,1652,15101
20180201,11,0,2,0,1,49846,1691,844,621,2321,3861,59184
20180201,11,1,1,0,1,13323,344,690,557,669,1871,17454
20180201,11,1,2,0,1,53253,1686,936,687,2517,4122,63201
20180201,12,0,1,0,1,242,24,11,8,4,21,310
20180201,12,0,2,0,1,604,11,7,21,29,26,698
20180201,12,1,1,0,1,185,12,6,5,2,9,219
20180201,12,1,2,0,1,485,8,5,5,6,20,529
20180201,13,0,1,0,1,514,53,41,48,33,42,731
20180201,13,0,2,0,1,1403,48,31,23,223,46,1774
20180201,13,1,1,0,1,590,51,36,53,32,37,799
20180201,13,1,2,0,1,1455,47,46,21,219,45,1833
20180201,25,0,1,8,1,1322,29,33,71,11,40,1506
20180201,25,0,2,8,1,1369,16,4,2,6,68,1465
20180201,25,1,1,8,1,1501,21,37,61,11,50,1681
20180201,25,1,2,8,1,1659,27,19,4,10,101,1820
20180201,29,0,1,0,1,2619,202,232,280,500,360,4193
20180201,29,0,2,0,1,9872,239,166,141,1926,624,12968
20180201,29,1,1,0,1,3682,192,287,265,606,469,5501
20180201,29,1,2,0,1,10650,255,188,175,1890,662,13820
20180201,53,0,1,0,1,5858,212,209,278,199,861,7617
20180201,53,0,2,0,1,28011,844,851,303,1018,1993,33020
20180201,53,1,1,0,1,5909,156,302,225,167,792,7551
20180201,53,1,2,0,1,28836,776,974,291,859,2017,33753
20180201,56,0,1,0,1,244,88,10,39,31,25,437
20180201,56,0,2,0,1,450,14,8,14,346,28,860
20180201,56,1,1,0,1,243,20,14,37,21,19,354
20180201,56,1,2,0,1,379,11,3,11,356,29,789
20180201,61,0,1,0,1,10385,475,986,663,248,1256,14013
20180201,61,0,2,0,1,62540,2710,2010,1184,1563,3968,73975
20180201,61,1,1,0,1,10015,493,732,993,360,1226,13819
20180201,61,1,2,0,1,58565,2581,2008,1400,1782,3706,70042
20180201,62,0,1,0,1,15185,804,1256,943,369,1765,20322
20180201,62,0,2,0,1,60056,2839,2041,2379,1897,3884,73096
20180201,62,1,1,0,1,12951,571,971,982,275,1696,17446
20180201,62,1,2,0,1,67469,3139,2390,2803,2201,4679,82681
20180201,63,0,1,0,1,1541,75,131,98,24,212,2081
20180201,63,0,2,0,1,8246,422,196,293,304,626,10087
20180201,63,1,1,0,1,944,52,87,75,19,142,1319
20180201,63,1,2,0,1,5588,255,131,147,307,435,6863
20180201,64,0,1,0,1,9850,325,517,352,208,1306,12558
20180201,64,0,2,0,1,59288,1998,1849,742,1255,3980,69112
20180201,64,1,1,0,1,10848,525,508,373,192,1351,13797
20180201,64,1,2,0,1,59925,2058,1965,774,1251,3876,69849
20180201,65,0,1,0,1,6794,109,99,56,28,643,7729
20180201,65,0,2,0,1,38903,515,2828,156,158,1897,44457
20180201,65,1,1,0,1,8811,143,109,58,28,748,9897
20180201,65,1,2,0,1,41557,546,2731,129,110,2100,47173
20180201,66,0,1,0,1,2226,136,118,60,45,300,2885
20180201,66,0,2,0,1,12439,465,175,126,330,934,14469
20180201,66,1,1,0,1,1978,109,100,52,31,286,2556
