집계일자,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
20170201,11,0,1,0,1,12351,635,593,649,914,1795,16937
20170201,11,0,2,0,1,50024,1743,830,647,1876,3831,58951
20170201,11,1,1,0,1,13751,394,850,540,679,1925,18139
20170201,11,1,2,0,1,50974,1715,879,648,2135,3999,60350
20170201,12,0,1,0,1,244,15,18,10,2,27,316
20170201,12,0,2,0,1,517,12,8,6,13,17,573
20170201,12,1,1,0,1,150,6,9,4,1,18,188
20170201,12,1,2,0,1,425,1,5,3,11,14,459
20170201,13,0,1,0,1,514,41,29,80,15,38,717
20170201,13,0,2,0,1,1120,49,32,23,116,51,1391
20170201,13,1,1,0,1,525,40,27,73,22,31,718
20170201,13,1,2,0,1,1162,46,36,19,125,43,1431
20170201,25,0,1,8,1,963,14,29,9,5,36,1056
20170201,25,0,2,8,1,924,10,14,4,5,69,1026
20170201,25,1,1,8,1,1078,12,20,16,6,51,1183
20170201,25,1,2,8,1,1046,16,16,4,14,91,1187
20170201,29,0,1,0,1,2529,163,228,356,739,355,4370
20170201,29,0,2,0,1,9055,238,153,151,2038,617,12252
20170201,29,1,1,0,1,3484,182,299,294,771,448,5478
20170201,29,1,2,0,1,10369,278,189,176,1858,679,13549
20170201,53,0,1,0,1,6011,204,204,171,222,852,7664
20170201,53,0,2,0,1,24891,643,784,236,1021,1860,29435
20170201,53,1,1,0,1,5969,200,307,151,156,823,7606
20170201,53,1,2,0,1,25197,634,864,179,884,1916,29674
20170201,56,0,1,0,1,179,53,6,6,12,10,266
20170201,56,0,2,0,1,409,7,9,10,17,24,476
20170201,56,1,1,0,1,175,12,16,2,8,12,225
20170201,56,1,2,0,1,352,8,9,9,14,23,415
20170201,61,0,1,0,1,9593,481,1059,803,377,1171,13484
20170201,61,0,2,0,1,52470,2439,1762,1036,1262,3486,62455
20170201,61,1,1,0,1,9141,485,706,894,315,1082,12623
20170201,61,1,2,0,1,51615,2402,1779,1187,1795,3365,62143
20170201,62,0,1,0,1,14790,752,1176,820,353,1861,19752
20170201,62,0,2,0,1,66907,3269,2330,2004,2224,4709,81443
20170201,62,1,1,0,1,14103,688,982,1001,370,1752,18896
20170201,62,1,2,0,1,65680,3069,2336,2266,2269,4653,80273
20170201,63,0,1,0,1,1224,55,82,79,39,162,1641
20170201,63,0,2,0,1,6067,192,61,208,134,520,7182
20170201,63,1,1,0,1,955,39,50,44,18,129,1235
20170201,63,1,2,0,1,4489,149,55,85,99,395,5272
20170201,64,0,1,0,1,11041,398,551,432,267,1492,14181
20170201,64,0,2,0,1,60757,2085,1919,651,1372,4116,70900
20170201,64,1,1,0,1,12615,521,779,420,274,1607,16216
